"""LOCATION";"""INDICATOR""";"""SUBJECT""";"""MEASURE""";"""FREQUENCY""";"""TIME""";"""Value""";"""Flag Codes"""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-07""";981.667;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-08""";9.818.239;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-09""";9.835.498;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-10""";9.861.179;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-11""";9.890.089;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-12""";9.914.646;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-01""";9.934.138;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-02""";9.951.377;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-03""";996.593;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-04""";9.973.852;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-05""";9.974.337;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-06""";9.974.525;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-07""";9.972.047;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-08""";9.967.567;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-09""";9.958.769;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-10""";9.949.084;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-11""";99.48;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2005-12""";9.955.305;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-01""";9.957.922;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-02""";9.952.295;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-03""";9.950.262;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-04""";9.946.502;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-05""";9.946.018;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-06""";9.950.933;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-07""";9.960.971;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-08""";9.981.268;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-09""";1.000.809;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-10""";1.002.807;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-11""";1.004.478;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2006-12""";1.005.456;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-01""";1.004.675;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-02""";1.003.295;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-03""";1.002.768;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-04""";1.004.267;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-05""";1.006.327;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-06""";1.007.927;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-07""";1.008.215;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-08""";1.008.212;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-09""";1.007.472;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-10""";1.006.377;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-11""";1.005.433;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2007-12""";100.45;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-01""";1.001.784;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-02""";998.671;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-03""";9.969.306;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-04""";9.960.596;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-05""";9.961.251;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-06""";9.963.447;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-07""";9.962.092;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-08""";9.946.687;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-09""";9.916.263;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-10""";9.861.687;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-11""";9.782.526;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2008-12""";9.702.586;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-01""";9.652.373;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-02""";9.626.864;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-03""";9.616.152;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-04""";9.620.049;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-05""";9.633.351;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-06""";964.921;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-07""";9.671.277;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-08""";9.690.582;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-09""";9.703.447;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-10""";9.713.995;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-11""";9.724.921;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2009-12""";9.741.489;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-01""";9.764.233;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-02""";9.794.211;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-03""";9.839.337;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-04""";9.866.232;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-05""";9.889.597;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-06""";9.898.073;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-07""";9.881.755;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-08""";9.841.905;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-09""";9.781.818;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-10""";9.728.493;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-11""";9.676.389;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2010-12""";9.629.852;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-01""";9.622.485;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-02""";9.672.815;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-03""";9.773.479;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-04""";9.829.984;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-05""";9.850.876;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-06""";985.488;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-07""";9.820.925;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-08""";9.767.809;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-09""";9.696.072;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-10""";9.620.929;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-11""";958.428;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2011-12""";9.624.545;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-01""";9.688.239;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-02""";9.714.377;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-03""";9.695.739;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-04""";969.273;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-05""";9.670.242;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-06""";9.609.726;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-07""";9.575.311;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-08""";9.596.176;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-09""";9.660.986;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-10""";9.740.648;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-11""";977.439;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2012-12""";9.782.781;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-01""";9.797.635;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-02""";980.272;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-03""";9.747.993;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-04""";9.679.018;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-05""";9.588.114;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-06""";9.523.325;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-07""";9.508.451;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-08""";9.535.137;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-09""";9.585.016;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-10""";9.624.834;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-11""";9.629.282;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2013-12""";9.653.867;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-01""";9.685.057;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-02""";9.739.297;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-03""";9.788.191;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-04""";9.776.973;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-05""";9.750.108;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-06""";9.749.815;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-07""";9.752.046;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-08""";9.754.034;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-09""";9.761.148;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-10""";9.763.095;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-11""";9.784.977;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2014-12""";981.263;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-01""";9.847.086;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-02""";9.887.831;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-03""";989.471;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-04""";989.623;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-05""";9.884.531;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-06""";9.832.037;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-07""";9.786.774;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-08""";9.766.364;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-09""";9.764.742;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-10""";9.755.125;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-11""";9.749.802;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2015-12""";9.744.302;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-01""";973.364;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-02""";9.703.259;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-03""";965.061;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-04""";963.007;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-05""";9.645.634;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-06""";970.781;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-07""";9.774.429;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-08""";9.801.166;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-09""";9.816.703;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-10""";9.852.367;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-11""";9.890.238;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-12""";9.922.002;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-01""";9.961.982;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-02""";1.000.809;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-03""";1.003.096;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-04""";100.514;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-05""";1.005.937;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-06""";1.008.081;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-07""";1.011.877;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-08""";1.017.923;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-09""";1.028.037;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-10""";1.037.397;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-11""";1.040.785;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-12""";1.042.495;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-01""";1.043.492;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-02""";1.044.426;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-03""";104.355;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-04""";104.196;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-05""";1.038.296;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-06""";1.032.507;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-07""";1.029.524;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-08""";1.027.953;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-09""";1.028.519;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-10""";1.031.997;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-11""";1.037.919;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-12""";104.328;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-01""";1.047.519;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-02""";1.050.432;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-03""";1.050.478;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-04""";1.050.226;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-05""";1.049.404;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-06""";104.951;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-07""";1.047.728;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-08""";1.045.913;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-09""";1.046.916;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-10""";1.049.131;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-11""";1.051.672;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-12""";1.052.881;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-01""";1.048.885;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-02""";103.965;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-03""";1.032.258;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-04""";1.022.869;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-05""";1.016.115;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-06""";1.013.402;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-07""";1.017.483;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-08""";1.023.535;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-09""";1.031.808;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-10""";1.038.655;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-11""";1.043.174;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-12""";1.044.714;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-01""";1.046.725;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-02""";1.048.306;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-03""";1.044.741;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-04""";1.041.188;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-05""";1.038.789;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-06""";1.035.683;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-07""";1.030.494;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-08""";1.029.073;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-09""";1.031.508;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-10""";1.032.455;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-11""";1.032.157;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-01""";1.030.679;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-02""";1.029.034;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-03""";1.027.589;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-04""";1.026.424;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-05""";1.026.948;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-06""";1.029.126;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-07""";1.030.963;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-08""";1.032.216;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-09""";103.256;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-10""";1.030.332;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-11""";1.024.156;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1973-12""";1.015.168;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-01""";1.009.261;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-02""";1.006.429;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-03""";1.004.699;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-04""";1.002.972;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-05""";1.000.785;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-06""";9.980.714;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-07""";9.953.854;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-08""";9.926.842;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-09""";9.900.487;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-10""";9.884.206;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-11""";9.883.073;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1974-12""";9.894.452;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1975-01""";9.909.129;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1975-02""";9.919.582;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1975-03""";9.924.959;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1975-04""";9.920.616;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1975-05""";9.912.399;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1975-06""";9.901.332;""""
"""BEL";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1975-07""";9.891.837;""""
